X,Y
696021.5083817737,5394120.127298128
571513.8614056114,5457748.444634601
636307.6604140396,5636359.533539595
636486.156860203,5713013.213723832
648145.831821356,5492811.925550959
740672.087168684,5429140.35876772
646329.3943390581,5696995.859942854
622232.4602184785,5716053.979342051
680928.7827452116,5637798.291942926
700414.2514039497,5433103.222138803
513558.43844431045,5675509.340010559
537827.4464431826,5529529.567651419
584136.914388737,5486447.843117841
549031.3218106052,5660691.335612895
578713.6589652438,5542974.18980502
649615.6482800392,5654742.368050943
701767.8743191452,5581685.225495374
542790.59867004,5700762.52004146
757772.5561798711,5399200.921677101
681913.7705993761,5391318.771067919
675049.3484224693,5700535.9702779185
654791.6573021116,5720160.501023316
829361.4759852134,5407872.043978613
613159.3568421658,5513496.046260504
543530.9576006096,5696429.957255652
656312.3415773198,5500757.643355414
693921.170886097,5503582.348772494
684918.0157633846,5426953.739984656
647301.7188253332,5714814.672397725
677927.8546370139,5549050.172895623
652525.6105004485,5647779.742736142
559059.7583214364,5746566.811559305
612111.1023629615,5613370.973847638
528650.9218274846,5730673.285931373
555617.7357632751,5442535.124151461
631711.2564730045,5399276.5648547085
619101.671222015,5755653.9309043735
596737.057671278,5736509.335795235
840934.5173998937,5420348.144712745
527100.1084932346,5750103.6337805465
700145.0469894507,5564719.573653107
763148.4311981373,5467428.277752489
674431.8059421415,5420296.6044646725
527387.7927431547,5584480.2117582895
573506.520642197,5689584.070515338
660489.8024691847,5732470.051952297
650249.1396444399,5410407.5746842045
504677.48319287424,5685412.820343346
657548.5067702131,5612237.92198729
578463.7566989507,5572959.96307179
543087.9951539654,5639599.845375143
533079.7750255389,5593611.773033025
652483.1942665728,5489328.0831683185
553086.7707202241,5453782.8996029645
683972.3507696424,5572887.631743584
586640.8905368967,5535595.655213109
480803.7525252695,5688080.504318684
698431.2240998182,5439695.186103901
650795.4955257981,5655581.547762918
597427.1620443274,5715310.491552951
539397.0063509523,5692117.179731775
763403.845325561,5432785.107591363
794506.9449621785,5431664.65214814
588053.3379696131,5610500.722428426
589079.5055797617,5636726.66527975
515095.11082062806,5665249.2040682575
557899.5040316976,5755213.154559249
758127.4050000289,5542027.393065166
588113.5800066369,5739319.484769869
607224.0969639715,5701761.23321073
588509.5153126307,5558643.12670671
626835.3304056184,5527729.335039832
814902.4041836325,5389078.96241397
746994.7342838629,5495255.139661955
617112.1584782554,5709203.089914251
651341.2162571601,5544232.664978191
697488.881971818,5719007.637957497
581879.7848979709,5608405.806702815
644559.820178096,5747421.933577204
616045.6620595695,5666883.241712416
807148.0974377187,5446896.8182218345
482645.5910274685,5710261.355009839
543293.5054984746,5480629.054540567
797309.1022462433,5464461.01883368
814686.678734809,5426215.688747365
526947.8824817006,5507848.564632211
484843.44199607754,5658625.627070506
846815.1536521858,5411809.934851548
813335.0741482681,5432568.082787291
594738.6847821961,5403813.98851181
650471.1473927915,5506970.238416874
623950.631841733,5555548.847567333
691834.0948699934,5549743.14851846
677974.4832786224,5544528.019220341
573600.0562833752,5756333.103643431
672381.9008293841,5601567.81103088
706615.9777664902,5396403.695805812
532233.1886587376,5723736.61666932
592442.770057156,5596069.481119571
604428.3400455399,5647509.113792515
662139.0437180635,5382389.644299409
647815.5003927888,5501017.425138965
775156.7559901858,5464436.7367833145
653263.5563382775,5683122.194272535
555118.334502174,5521769.976169739
583570.2487510775,5411591.156374504
558023.7325027571,5545102.165973676
719301.0937851255,5441180.816757897
611978.4879822269,5730830.886594866
590293.2897758242,5689180.726927897
647895.512588739,5577764.396364558
615552.6309732085,5529464.330409694
744800.1301331444,5446532.625185683
535617.96679321,5580195.910582565
546221.5840185998,5434875.383103076
615507.7348323815,5688909.051502787
493530.232038968,5664184.793389406
624683.0561697956,5582250.255854011
772752.3173497957,5455435.891579755
498122.7408360221,5748506.837169465
643182.7296014079,5389554.281847907
754595.9818118365,5398742.769323419
628593.1881137539,5633075.40655929
507811.9537145924,5565853.049349956
647674.3168820437,5606113.30496919
696787.6043745242,5608413.210639813
639628.1173171818,5572346.568800881
540120.1853144937,5523494.79329969
638325.3225864794,5681945.385134405
522940.27005692007,5717004.377910174
611289.059013698,5717090.942490544
591680.981713513,5639687.833446326
573750.9920751525,5413002.539006207
693406.9176767137,5580656.675690018
605411.178017604,5683494.656306379
574958.3775655621,5602305.379368715
629517.8902526607,5560125.865483874
561104.0355819336,5442404.436323786
584847.5400618386,5604440.315674223
662875.5832412574,5746471.92830212
768766.5439382493,5386823.647986373
659975.7450337384,5419171.06969932
541839.7576499496,5589998.551775549
562896.5775427938,5387020.694699926
565644.0599490621,5514584.7206820445
600398.403789503,5400523.620913925
660214.3760331954,5654348.75071541
569967.2420118123,5527645.288914902
671601.16121589,5623950.884080013
450519.81845441496,5723650.347955715
534854.3721834071,5707403.276815241
774496.2676384896,5391747.291573893
669947.6076492087,5708978.41535353
709228.9019549892,5398305.277412182
602235.0247658442,5458075.803362479
530300.184448611,5542282.758650856
706662.624149139,5475161.207829904
575502.19927936,5631114.58858102
548706.736300403,5503581.247735975
657838.0944988946,5670427.168231957
657417.6246827624,5521695.565402325
653889.779582297,5711340.879641272
631731.0842125007,5593383.98000348
476035.0690758713,5668162.546513038
714274.6218138558,5481832.883876614
527494.4053985853,5630502.898395959
528211.561953278,5695611.137611437
696535.121876215,5617804.578077668
694958.6287491075,5679752.685166938
579328.3461755551,5498952.447891638
615687.2801786527,5490333.06575066
486461.7620640229,5670275.820329831
504660.6480867717,5568319.682474587
528751.1005026791,5561916.330720281
539509.0416435674,5683792.236265148
650465.090020606,5412821.664778505
640148.2490358638,5474106.183376977
520787.2732108844,5691194.701105649
585676.6207942092,5421062.856882987
656050.4482351944,5677857.30130691
509199.4320335551,5755308.012976872
513541.3413725529,5651894.913920368
531466.652459938,5624199.553656179
650095.4238005074,5695021.283976011
705033.7632057283,5642581.11583004
572394.3897026576,5407919.032423222
646355.3072554113,5541925.269536089
726069.9246426406,5520257.754030239
607281.48954091,5683898.748024583
621523.5783547747,5459534.881630281
845439.2821235954,5392927.663440986
689631.5829877005,5492502.854351509
616225.6072536167,5629351.907129021
743278.1144499162,5576967.885865615
728597.8152982637,5571269.183683593
546952.2249052328,5731226.906375891
475093.166427679,5736292.473092295
689574.856374144,5457959.578598902
728235.291455032,5466185.3971313955
602228.5857019182,5572910.12102167
625471.9850890377,5589706.325938046
477812.85713104083,5751433.015595131
763570.5950242558,5439923.563139112
538649.7583980227,5531423.573375832
513511.93554621644,5581499.812711975
533724.5594440184,5616927.018760763
769722.4766369343,5475264.836636348
814729.8461098105,5393688.597341402
680875.0467938221,5598173.848573949
660531.4307311199,5538725.813533658
583279.8261560095,5688015.45015372
575742.6478535933,5757609.403961213
528784.3429586879,5692598.495251619
631197.6451572876,5664209.707284592
639648.8841905827,5650418.510059117
524763.8980555161,5718692.372139651
683493.7889023356,5416135.980932659
588087.8499993726,5479839.44962344
604971.3004370139,5462804.777566383
797004.0999396765,5388485.543933619
500532.6380106727,5617554.54600561
656584.0845168275,5586606.943096971
552986.8163498796,5614714.266276095
504129.0209001523,5573665.834750451
617975.6051621115,5517971.851247855
749980.0846173533,5491791.104068862
564043.6365446775,5563584.686701227
697811.6726282254,5549773.714057649
679398.1337114816,5593609.12881581
546012.0998885387,5487552.006293332
532461.9260713318,5684813.993462689
532234.525046699,5487444.675656386
563925.9692498514,5416161.540932412
747715.4856298352,5413663.848881323
697111.1956602226,5573314.109609699
656725.309215836,5485944.729227686
805255.1936850774,5395449.030537181
706975.5841941896,5621437.121845262
620375.4171259132,5445106.443143833
781835.0200814472,5478656.140248323
612709.3271327674,5378214.60499046
712909.0341750168,5548587.231290679
449417.22264972323,5751293.628401378
764476.9912106872,5412337.89639806
544490.5155927138,5661150.904097522
458624.13652638893,5710795.173264727
457789.2960770661,5724435.888568753
581747.0448774707,5685637.211181087
558195.4697162771,5400307.639647389
539924.7691032279,5725117.663665767
484890.34764691326,5750483.681540172
836204.1705750695,5422900.363187072
584964.0625926894,5550664.793363338
665239.28170922,5705980.790991992
568799.8408840095,5451981.361534476
682136.487366851,5476915.113373179
568253.856112017,5560764.677341058
602581.7486044943,5442718.862104494
679676.6672157625,5538223.168283211
795448.600273293,5422418.856402611
528955.3026788936,5689176.879187977
691841.9494821955,5637401.548318708
846076.3229410612,5399209.299508868
545009.5353320333,5635025.9716869695
645989.412510755,5467744.92731785
703628.5348202228,5635193.344049567
605301.9431119038,5477160.373121676
574860.5247303891,5583325.711581436
573712.3062322043,5421867.562228934
569928.4904958899,5426235.7775119245
480431.16235346586,5702531.107880954
585503.9458992674,5629896.9165258985
692675.9048507251,5729161.30813955
611739.6352716392,5398898.6158539485
725900.1192312974,5604953.939274425
611933.7711192819,5704895.213603653
658351.4739361012,5399900.17011695
458460.0835695837,5724801.684032552
575657.6641201291,5649246.267076196
546062.9290067708,5639094.619110363
716817.1873186035,5514086.406162972
606803.9795824254,5462893.831990698
587410.9164294676,5736084.188317581
765719.7617767919,5395920.015835803
706835.0248360705,5557742.887767087
529002.5299509296,5706187.599008834
634963.3223916482,5543545.352959145
570562.1284573086,5552139.800597301
687547.7705967888,5756920.371480608
538558.6906289379,5637721.500993626
722566.1208306407,5531169.33265424
699698.7817005777,5693947.734822851
640462.8237230883,5458499.5098696295
608593.8289513473,5437329.222566072
647975.2856437645,5542597.823544255
797955.3093716643,5387443.355185584
663909.8924327175,5628567.098179037
586566.1377813091,5595035.916022953
562566.905956431,5558719.402373128
722173.6164966119,5581728.839347692
739822.066094962,5549243.557797967
702720.577525985,5618198.871877233
556124.9793942226,5730759.077081428
618369.68471378,5508689.931145493
580136.79926538,5456528.818810048
580814.1471041407,5566729.716190653
751978.2088206233,5490500.22835697
692841.4235702131,5692642.301196539
715775.1545496432,5475004.9074714035
768028.2478445584,5450870.313568801
676119.0246373378,5653210.5842055585
468878.5749058833,5669989.307407247
769365.1183414245,5436214.623187235
641080.4208790201,5548086.264090542
598977.9369915309,5674989.714252557
634327.4896249099,5640905.266029685
742930.1722894099,5467892.141365119
619581.3442386943,5401783.944242395
488849.4937280468,5640709.934533782
570097.9545737657,5457893.39165798
625010.3443355672,5677444.962118633
603450.0337161869,5687652.207920746
595368.1974848524,5741390.0108990185
783482.2759937816,5465952.562499055
521684.2412274545,5607429.084272452
735195.513278869,5412315.386420341
564034.798082849,5534551.524103441
571445.0170389694,5582803.494045291
623806.2891808115,5391640.6343650315
829864.6935412269,5432284.485201124
684796.5747106434,5381791.772361856
573124.5795933688,5493645.820692437
689725.8564901613,5459864.062109927
753772.8006497656,5567927.892686719
583129.4211429612,5655491.678141026
816327.4831333645,5443812.115009026
735739.914014576,5402220.915166851
657168.7925850758,5554792.653883046
619604.1189621235,5552384.882328947
813403.8586518674,5452786.14563103
722921.4645324517,5409857.868862424
709384.5923455935,5548261.631295683
698611.9266599176,5478483.072634494
777731.9562943716,5415650.344893258
521329.79910249176,5542315.119078286
666027.5900032945,5453791.0551666645
696162.0504138476,5415744.269619402
512685.3787102773,5611950.393402675
637272.9206462749,5735963.6619861135
560203.1255269365,5476805.247353094
620149.1727963646,5719998.847555531
567864.2948194677,5424397.942405656
550438.6013093779,5649149.2708004005
462150.49013447564,5728115.4231729135
768917.0375527507,5476683.189800719
637076.5283665409,5644350.96303525
595053.7813257551,5715137.474538227
645665.53062474,5516649.279612774
496744.8873945968,5699197.04556418
526845.3619891733,5678499.593094521
535488.9854870527,5546651.778275615
478727.79308657965,5699825.251297023
658677.9001570563,5753209.242795458
564327.5579303037,5697676.145218228
582965.8727164452,5403926.883026311
599766.4402295522,5401723.2456483655
600726.5481939088,5392665.296963166
820025.2717347918,5427283.181739679
652232.7837350345,5495748.748740283
613948.5553007234,5512600.659407029
682027.4681548525,5717780.225574715
517688.8632731305,5526067.174137274
563601.1379588031,5553838.958553252
497867.5137676384,5750752.281459699
529587.0543838474,5740290.509925037
454370.30087059946,5730044.191586253
561131.5718553577,5567189.748991063
613340.7384379928,5721794.572062883
641479.3671819407,5720669.336016245
584622.228226273,5490590.359622233
707863.141159446,5493904.039791638
664264.4313552866,5509886.22222692
636078.4836253864,5460077.115528266
722034.5004914403,5514488.771163727
775096.359574986,5407006.237177764
617638.9258647907,5467906.030083379
729587.061935863,5461757.48171271
544802.9907159935,5668739.665549783
594347.3253158913,5752177.787313513
728338.4613111373,5582878.045938207
566420.6165157267,5647974.336497098
710691.8062553357,5505129.483006276
694687.8084474492,5712514.02144829
536176.294556877,5551638.277542997
596168.7153496776,5409540.534921171
599667.5009372152,5378818.818467811
584501.375844077,5560000.393871906
687144.8830854315,5489180.501587553
602323.2211838524,5489073.569947548
522984.88317109086,5670255.600651588
493542.22539727314,5611259.8753323555
653621.9779549747,5485647.400424473
641399.2128501697,5597567.302201876
577579.310433193,5457843.8976377025
788163.6072289478,5449422.551100784
670370.3280875011,5748830.0976458555
626627.4590502533,5603924.889917908
629305.49015955,5440937.720719116
652682.4322714362,5422870.923431965
603178.2633870027,5509936.650950659
676807.651420344,5592193.103578251
643460.9208384826,5573341.687501749
845351.4526650017,5392995.084264075
579840.8615929696,5734462.324910019
535936.0064819974,5507749.805391607
730062.1011172885,5567245.862202224
695509.2580424775,5392382.085126175
652383.8607288935,5679227.207760472
525219.1041025089,5634636.9834335325
722088.4763099959,5541692.088529876
650533.0822985648,5747157.415625452
585302.7721497738,5646942.589012321
750092.2450309902,5583022.269854382
751597.6582128679,5431723.801949573
755719.3584960136,5396482.440984534
748880.3448089196,5429516.916385099
686379.072090564,5473090.906728772
459550.78239858156,5719706.667349221
682792.6967041013,5547590.522121951
504038.8559529011,5734052.848803083
739818.8449030184,5566951.351585148
660070.3754319828,5384104.983481059
721973.3122655952,5468245.879062261
670396.9180683552,5595893.259985539
640022.5442197465,5747889.282272171
591956.9679778883,5389857.13073745
528315.9652785606,5601376.0059245825
741743.2597521236,5538350.46256693
666645.5691622132,5569630.749897217
613891.4842412364,5443720.1859115735
686117.6431279522,5484523.368360532
829333.8416691975,5394884.867539197
493121.13122101745,5653852.27800375
706151.6434873424,5566134.199963419
616064.7445716201,5519359.520839126
535813.84987396,5491172.746761766
467365.7858086479,5705498.258885672
599954.2460532305,5464882.550591309
608215.2308955234,5634483.71598537
732765.7214467628,5510997.498348556
511935.2546338275,5592438.946320432
514222.1290019244,5634082.16167427
569456.9161085299,5709924.556696979
484967.0492194767,5654349.430031391
672506.8209935216,5422634.505831018
754955.6983169853,5515749.811987503
653480.7409098621,5469073.320609926
550842.898144085,5433101.417222739
578336.794551438,5727122.277653133
606270.4270260532,5403699.317968734
599639.9056307384,5604466.257283226
698313.7298579474,5693068.51475133
621852.0937647972,5624245.558178198
477951.1491634471,5752409.327896751
519431.74930689804,5662802.470835527
591846.8269303937,5708599.280953744
686875.9242442811,5497734.599751631
569753.3143217494,5499439.421403373
647847.0605624228,5512036.182142607
732277.8931539336,5616023.575057843
627083.7244759802,5403253.179130491
563305.6886318731,5670524.583100347
652235.5968830487,5649939.543901704
646662.4453342452,5581628.889372157
686090.3791950605,5487925.315080194
513329.6683508523,5635804.847201937
583437.5868534042,5678489.526724631
599726.816808931,5670262.9077143
640356.0368734656,5565910.522481056
598945.0028768793,5650073.337686424
696861.8861106767,5388269.697260702
804030.7028230082,5455800.244417078
761034.8540101303,5411374.555682927
532849.87925788,5637134.724611754
756949.0880486905,5440983.112071984
676663.2381065072,5715469.902652411
580117.407581982,5717099.405144811
748250.4173186638,5534026.402270684
534705.7610904148,5611522.935385903
694961.7526247005,5572142.9157762155
687402.3078641004,5538179.754527353
652595.7854451204,5628091.843695952
629435.062729972,5640875.075935854
500050.0961328875,5627841.94575752
606983.5108188635,5504763.304461256
678848.7240887017,5393030.131227972
496664.0190637613,5724714.131481662
603947.8539497168,5409291.437736572
778644.8826361529,5478624.563371029
537652.252320504,5593675.69000611
629367.2908144095,5749220.104965262
747958.3080797725,5541020.3672909755
679476.7301516582,5477155.051015843
546658.691091922,5444766.712106863
548305.5704999546,5703121.069798464
738286.6195104122,5510429.693595009
557553.934086915,5423382.406230044
645561.0236544318,5619228.052239431
737300.6885798897,5467271.010399099
699352.2140038329,5621541.06519414
551763.3015562787,5747795.4729119865
583362.1988440717,5375945.274702853
553315.3804180773,5661084.988643796
650880.5774056028,5753181.966382073
679171.1475781968,5431646.061393075
621432.4990695759,5469597.205524569
629649.330923512,5736371.472738515
653292.3373894953,5728227.238638507
596257.2056879633,5736014.452171458
629426.8437520746,5496624.327792226
680803.8348801513,5540719.397836178
621108.476500223,5626490.323060455
547573.1874639043,5566474.409759916
480070.3827346271,5742395.005257152
492064.38459339313,5736220.717489902
568296.5258041482,5700404.958983966
495217.23587045283,5674719.372711845
467793.5573597642,5672562.875207829
800340.4288490496,5401141.960649331
666856.7009265585,5628449.525639307
535209.6001015862,5704743.267436113
591741.1273679255,5614910.055279903
605226.3246765437,5512647.548769392
675099.5035886639,5534191.367311874
762400.5700899519,5422647.8236073805
714531.8073478512,5430250.167791316
612038.6073881994,5603337.821993194
620502.791052311,5586566.473473021
687467.5837916515,5480392.400963796
568388.7242273749,5387060.558698593
649242.658052962,5568830.289264167
634992.5615974532,5650204.614119684
741367.7445911271,5444456.170957423
727095.2145381588,5540386.974229914
536555.8014519634,5542658.452035526
709114.9141104424,5560661.174296388
543004.6557348245,5520544.37790286
615051.770693095,5740677.71469803
473500.99613453855,5690525.742945859
616010.4586479783,5658477.120078115
556575.6966467481,5427840.908347544
514901.4087466107,5705748.674498945
605567.9795575808,5637427.901160434
621186.3790685973,5510644.680727135
697393.3624465783,5521302.939349254
736316.6154786679,5381184.601964824
496603.6097837135,5623806.191892125
812249.825864875,5444250.979075985
607184.698885688,5579477.993281033
617865.9678149159,5623293.172169238
514919.79603812506,5705668.151175683
570441.3581403929,5699240.345334056
697899.4608985556,5416401.33082569
702808.1453301698,5644068.959780875
498755.28570035513,5704149.763765269
586319.516570002,5599180.851992535
725131.8817600973,5404569.2568764705
613209.588471207,5738213.482086925
617496.7527982367,5633210.311684347
727367.8549045641,5578466.659131072
558624.0994772541,5723295.62072408
516265.32903889846,5565900.743146086
747581.9730959618,5387704.103688031
530049.1752866451,5639501.092666424
669310.4022861869,5486507.628904021
826643.3002214534,5409971.321071057
614848.745857971,5422431.454659704
748695.4843091939,5524634.618448195
539481.0264658012,5679883.534727752
564275.1907364931,5632384.1902213255
672192.8185845361,5637745.429954239
673843.6375410251,5440052.420383176
615314.6933268099,5623908.731989832
484034.88733620266,5732108.753920923
499804.2370600762,5724194.105438743
683922.1531701991,5593942.464861929
729945.1910847656,5472326.6640149
544273.4175476069,5579267.3297044095
556816.3611221807,5454791.734893139
662730.5027190533,5633591.263235981
571650.4355658133,5526066.193894617
644892.1052998314,5457296.573929774
613129.3556016139,5583024.4321841225
720264.6219315745,5416232.205618107
705422.8771335629,5478606.842460573
789378.7166081041,5408328.93687458
616223.3497840376,5478883.49508962
681990.5568309394,5682614.003820201
595434.3609831673,5583704.056083199
552696.8080236673,5662292.4601954
683919.2924014976,5738026.890620381
741258.1324548838,5598300.020201531
632371.1760739202,5506675.164585762
735003.2148220188,5497800.9009545315
580082.9666201329,5533083.070005531
526190.4071821014,5574589.851497361
673157.6965025383,5547561.999314619
671490.8458704546,5628302.318031924
513474.9715179259,5551487.335077697
620652.6245133616,5645850.986558586
635451.6541772789,5597567.681787159
532145.0610261668,5637821.587862739
623828.3731449018,5516258.4952751165
704545.5198140533,5442380.837361334
631752.472333562,5548681.947110825
588739.2968528892,5394987.063562993
629771.0254345088,5471609.0481920345
534550.3182443859,5704767.20973649
827758.3092557397,5421187.651294937
692726.6066692112,5750434.58108893
562029.1224212954,5692840.096868841
476239.26326343016,5737954.8813784765
833267.5767705477,5391131.246921878
646024.0985272089,5408443.897764519
561209.7329656775,5495153.933448646
669443.5631117156,5613774.116234639
638068.981775004,5748635.522192576
705143.6967556742,5495908.057261558
727925.2128246891,5473927.353077111
638075.6225265472,5714261.878190589
593294.9336468156,5746416.83857285
724061.5892775098,5400962.760792004
724435.8968027739,5578721.000682881
675109.7056206325,5430545.805204457
628919.1633387873,5652459.7278068345
498305.093624125,5713059.006557597
754993.7167440688,5510121.966307782
649089.0366204141,5498589.0671091145
658564.6076367947,5760354.608432943
665740.927678801,5680717.751495539
794253.1603130035,5459068.605452337
629145.1142668023,5713417.401028344
468742.57364641275,5675292.401960952
612894.5800103573,5652065.585160596
584774.0689148594,5477234.6436835695
553318.8772705139,5616244.909801656
649679.8428341162,5602008.206594741
610876.2982502376,5639969.529518137
722651.9312343383,5591379.151383912
543668.8763449261,5563019.822307654
581881.404935081,5614941.771810727
808432.8722513163,5426992.16126485
623344.0060149309,5563740.384838382
667301.2810240911,5529232.87446496
570057.2853654999,5460414.788377652
735630.3012558401,5393813.742083155
664268.1534463122,5408738.448124893
695684.3631487078,5389762.448312714
623852.6140460089,5713848.711016962
760105.7092449607,5471688.372316513
540159.3459118329,5645607.127485307
822307.3418083987,5423143.4063267885
638308.606895216,5454855.398134714
727006.5004137671,5510634.700467721
573689.1343584671,5742716.43192999
783854.0268380014,5463560.89893995
690057.4586337158,5661419.141727459
596676.7453963342,5559673.4137173295
633728.4310262052,5588074.672983695
694881.9381739141,5646401.635179686
796253.3535780787,5426953.131507423
627554.8041891844,5551479.547231492
537548.5819803117,5574722.993657611
527203.3346849243,5585862.842598712
551170.106215803,5642353.242301919
703481.902008858,5581085.29518624
531230.4331007387,5540458.536359729
563859.8968429603,5526946.660268087
793374.2257008788,5403445.89796462
778028.2375827224,5455191.814838326
686521.7514511364,5519280.046941297
795993.3283363828,5436908.053006035
729640.291178239,5453885.2603958445
601155.1149793798,5538975.157089898
546689.1806779545,5562086.200470691
685700.8812930123,5627406.700446533
529372.4721427676,5708187.92164013
633638.2474041748,5741245.63573752
711078.9474002277,5524461.273367276
631967.8036407919,5585103.258130419
546283.8756126591,5563947.652479093
596100.5484625315,5646053.629073132
664744.2995234103,5683668.0825298615
509211.69700615125,5675319.218382476
606040.761165678,5432437.095412916
741621.2890618898,5421394.201808335
855478.3623249272,5394032.214481613
504763.01544610807,5735124.492669955
520932.3556005664,5617412.57862551
654082.9649874185,5500160.095620124
534696.7797665242,5568475.839867616
734847.633471376,5525895.764794104
679506.1851549137,5416811.342915142
613001.68765119,5742213.8680981025
513960.26875565806,5543773.2613546485
486385.3918650445,5620678.944216076
715870.4281902879,5522553.633300102
647749.939778601,5657485.035851555
591011.2339912112,5687730.984930905
676266.863631952,5625302.944321338
460751.69925666455,5690672.056973051
464885.4680122279,5681114.86283725
668691.3892707326,5392091.5552786635
573061.8206110813,5649915.434256288
600189.3287408589,5675887.430872809
605312.9761715544,5602073.878160782
627423.0176199197,5423045.461731771
574572.7007308702,5489389.282509488
852042.992968162,5405404.3020896
780212.207795325,5404350.484747315
763824.1848332328,5457472.0075577395
625003.9200039671,5388395.391692728
821271.4865527045,5425580.728770028
537144.5253240172,5534461.0182208065
776077.4085031867,5463018.61048693
495741.5497022255,5662427.56744088
656718.8110151086,5685084.801067155
462199.85992244893,5713246.7115724385
591520.2739284365,5629703.943592265
639450.7871109899,5406286.4848767
